CONSECUTIVO,LETRA,CATALOG_KEY,NOMBRE,DIA_CRONICOS,DIA_CAINFANTIL,LSEX,LINF,LSUP,CLAVE_PROGRAMA_SIS,CLAVE_CAPITULO ,CAPITULO ,ES_SUIVE_MORB ,EPI_CLAVE ,EPI_CLAVE_DESC 2024,TIPO_PERSONAL_1VEZ_CE,TIPO_PERSONAL_SUBSEC_CE,VALIDO_SM,VALIDO_SB,VALIDO_PF
9264,CP,CP16,"Neuroblastoma 8 /ESTADIFICACIÓN NIVEL 1: Localizado Loco-regional Metastásico
INRGSS-enfermedad MS / NIVEL 2: INRGSS-enfermedad MS",NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9265,CP,CP17,"Tumor de Wilms 9,10 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: Estadio I",NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9266,CP,CP18,"Tumor de Wilms 9,10 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: estadio I Estadio II",NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9267,CP,CP19,"Tumor de Wilms 9,10 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: estadio II Estadio III",NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9268,CP,CP20,"Tumor de Wilms 9,10 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: estadio III",NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9269,CP,CP21,"Tumor de Wilms 9,10 /ESTADIFICACIÓN NIVEL 1: Metastásico / NIVEL 2: Estadio IV",NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9270,CP,CP22,"Rabdomiosarcoma 3 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: TNM estadio 1
",NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9271,CP,CP23,"Rabdomiosarcoma 3 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: TNM estadio 2
",NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9272,CP,CP24,"Rabdomiosarcoma 3 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: 
TNM estadio 3",NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9273,CP,CP25,Rabdomiosarcoma 3 /ESTADIFICACIÓN NIVEL 1: Metastásico / NIVEL 2: TNM estadio 4,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9274,CP,CP26,"Sarcoma de Tejidos Blandos no-Rabdomiosarcoma 3 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: TNM estadio 1
",NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9275,CP,CP27,"Sarcoma de Tejidos Blandos no-Rabdomiosarcoma 3 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: TNM estadio 2
",NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9276,CP,CP28,"Sarcoma de Tejidos Blandos no-Rabdomiosarcoma 3 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: 
TNM estadio 3",NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9277,CP,CP29,Sarcoma de Tejidos Blandos no-Rabdomiosarcoma 3 /ESTADIFICACIÓN NIVEL 1: Metastásico / NIVEL 2: TNM estadio 4,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9278,CP,CP30,Osteosarcoma 3 /ESTADIFICACIÓN NIVEL 1: Localizado Metastásico / NIVEL 2: Localizado Metastásico,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9279,CP,CP31,Sarcoma de Ewing 3 /ESTADIFICACIÓN NIVEL 1: Localizado Metastásico / NIVEL 2: Localizado Metastásico,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9280,CP,CP32,Retinoblastoma 11 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: IRSS Estadio 0 ,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9281,CP,CP33,Retinoblastoma 11 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: IRSS Estadio I ,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9282,CP,CP34,Retinoblastoma 11 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: IRSS Estadio II,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9283,CP,CP35,Retinoblastoma 11 /ESTADIFICACIÓN NIVEL 1: Regional / NIVEL 2: IRSS Estadio III,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9284,CP,CP36,Retinoblastoma 11 /ESTADIFICACIÓN NIVEL 1: Metastásico / NIVEL 2: IRSS Estadio IV,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9285,CP,CP37,Hepatoblastoma 3 /ESTADIFICACIÓN NIVEL 1: Localizado Metastásico / NIVEL 2: Localizado Metastásico,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9286,CP,CP38,Cáncer Testicular 3 /ESTADIFICACIÓN NIVEL 1: Localizado Regional Metastásico / NIVEL 2: TNM estadio I ,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9287,CP,CP39,Cáncer Testicular 3 /ESTADIFICACIÓN NIVEL 1: Localizado Regional Metastásico / NIVEL 2: TNM estadio II ,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9288,CP,CP40,Cáncer Testicular 3 /ESTADIFICACIÓN NIVEL 1: Localizado Regional Metastásico / NIVEL 2: TNM estadio III,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9289,CP,CP41,Cáncer de Ovario 12 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: FIGO estadio I,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9290,CP,CP42,Cáncer de Ovario 12 /ESTADIFICACIÓN NIVEL 1: Regional / NIVEL 2: FIGO estadio II ,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9291,CP,CP43,Cáncer de Ovario 12 /ESTADIFICACIÓN NIVEL 1: Regional / NIVEL 2:  FIGO estadio III,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9292,CP,CP44,Cáncer de Ovario 12 /ESTADIFICACIÓN NIVEL 1: Metastásico / NIVEL 2: FIGO estadio IV,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9293,CP,CP45,Meduloblastoma y otros Tumores Embrionarios del SNC13 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: M0,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9294,CP,CP46,Meduloblastoma y otros Tumores Embrionarios del SNC13 /ESTADIFICACIÓN NIVEL 1: Metastásico / NIVEL 2: M1 ,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9295,CP,CP47,Meduloblastoma y otros Tumores Embrionarios del SNC13 /ESTADIFICACIÓN NIVEL 1: Metastásico / NIVEL 2: M2 ,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9296,CP,CP48,Meduloblastoma y otros Tumores Embrionarios del SNC13 /ESTADIFICACIÓN NIVEL 1: Metastásico / NIVEL 2: M3 ,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9297,CP,CP49,Meduloblastoma y otros Tumores Embrionarios del SNC13 /ESTADIFICACIÓN NIVEL 1: Metastásico / NIVEL 2: M4,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9298,CP,CP50,Ependimoma 13 /ESTADIFICACIÓN NIVEL 1: Localizado / NIVEL 2: M0,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9299,CP,CP51,Ependimoma 13 /ESTADIFICACIÓN NIVEL 1: Metastásico / NIVEL 2: M1,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9300,CP,CP52,Ependimoma 13 /ESTADIFICACIÓN NIVEL 1: Metastásico / NIVEL 2: M2,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9301,CP,CP53,Ependimoma 13 /ESTADIFICACIÓN NIVEL 1: Metastásico / NIVEL 2: M3 ,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
9302,CP,CP54,Ependimoma 13 /ESTADIFICACIÓN NIVEL 1: Metastásico / NIVEL 2: M4,NO,SI,NO,000H,018A,3,NO,NO,NO,NO,NO,4,4,NO,NO,NO
1195,D,D000,"CARCINOMA IN SITU DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE",NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,"12,13,14,23",NO
1196,D,D001,CARCINOMA IN SITU DEL ESÓFAGO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1197,D,D002,CARCINOMA IN SITU DEL ESTÓMAGO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1198,D,D010,CARCINOMA IN SITU DEL COLON,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1199,D,D011,CARCINOMA IN SITU DE LA UNIÓN RECTOSIGMOIDEA,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1200,D,D012,CARCINOMA IN SITU DEL RECTO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1201,D,D013,CARCINOMA IN SITU DEL ANO Y DEL CONDUCTO ANAL,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1202,D,D014,CARCINOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL INTESTINO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1203,D,D015,"CARCINOMA IN SITU DEL HÍGADO, DE LA VESÍCULA BILIAR Y DEL CONDUCTO BILIAR",NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1204,D,D017,CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DE ÓRGANOS DIGESTIVOS,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1205,D,D019,CARCINOMA IN SITU DE ÓRGANOS DIGESTIVOS NO ESPECIFICADOS,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1206,D,D020,CARCINOMA IN SITU DE LA LARINGE,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1207,D,D021,CARCINOMA IN SITU DE LA TRÁQUEA,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1208,D,D022,CARCINOMA IN SITU DEL BRONQUIO Y DEL PULMÓN,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1209,D,D023,CARCINOMA IN SITU DE OTRAS PARTES DEL SISTEMA RESPIRATORIO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1210,D,D024,CARCINOMA IN SITU DE ÓRGANOS RESPIRATORIOS NO ESPECIFICADOS,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1211,D,D030,MELANOMA IN SITU DEL LABIO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,"12,13,14,23",NO
1212,D,D031,MELANOMA IN SITU DEL PÁRPADO Y DE LA COMISURA PALPEBRAL,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1213,D,D032,MELANOMA IN SITU DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1214,D,D033,MELANOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1215,D,D034,MELANOMA IN SITU DEL CUERO CABELLUDO Y DEL CUELLO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1216,D,D035,MELANOMA IN SITU DEL TRONCO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1217,D,D036,"MELANOMA IN SITU DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1218,D,D037,"MELANOMA IN SITU DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1219,D,D038,MELANOMA IN SITU DE OTROS SITIOS,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1220,D,D039,"MELANOMA IN SITU, SITIO NO ESPECIFICADO",NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1221,D,D040,CARCINOMA IN SITU DE LA PIEL DEL LABIO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,"12,13,14,23",NO
1222,D,D041,CARCINOMA IN SITU DE LA PIEL DEL PÁRPADO Y DE LA COMISURA PALPEBRAL,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1223,D,D042,CARCINOMA IN SITU DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1224,D,D043,CARCINOMA IN SITU DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1225,D,D044,CARCINOMA IN SITU DE LA PIEL DEL CUERO CABELLUDO Y CUELLO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1226,D,D045,CARCINOMA IN SITU DE LA PIEL DEL TRONCO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1227,D,D046,"CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1228,D,D047,"CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1229,D,D048,CARCINOMA IN SITU DE LA PIEL DE OTROS SITIOS ESPECIFICADOS,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1230,D,D049,"CARCINOMA IN SITU DE LA PIEL, SITIO NO ESPECIFICADO",NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1231,D,D050,CARCINOMA IN SITU LOBULAR,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1232,D,D051,CARCINOMA IN SITU INTRACANALICULAR,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1233,D,D057,OTROS CARCINOMAS IN SITU DE LA MAMA,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1234,D,D059,"CARCINOMA IN SITU DE LA MAMA, PARTE NO ESPECIFICADA",NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1235,D,D060,CARCINOMA IN SITU DEL ENDOCÉRVIX,NO,NO,MUJER,NO,NO,2,II,TUMORES (NEOPLASIAS),SI,118,DISPLASIA CERVICAL SEVERA Y CACU IN SITU,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1236,D,D061,CARCINOMA IN SITU DEL EXOCÉRVIX,NO,NO,MUJER,NO,NO,2,II,TUMORES (NEOPLASIAS),SI,118,DISPLASIA CERVICAL SEVERA Y CACU IN SITU,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1237,D,D067,CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DEL CUELLO DEL ÚTERO,NO,NO,MUJER,NO,NO,2,II,TUMORES (NEOPLASIAS),SI,118,DISPLASIA CERVICAL SEVERA Y CACU IN SITU,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1238,D,D069,"CARCINOMA IN SITU DEL CUELLO DEL ÚTERO, PARTE NO ESPECIFICADA",NO,NO,MUJER,NO,NO,2,II,TUMORES (NEOPLASIAS),SI,118,DISPLASIA CERVICAL SEVERA Y CACU IN SITU,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1239,D,D070,CARCINOMA IN SITU DEL ENDOMETRIO,NO,NO,MUJER,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1240,D,D071,CARCINOMA IN SITU DE LA VULVA,NO,NO,MUJER,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1241,D,D072,CARCINOMA IN SITU DE LA VAGINA,NO,NO,MUJER,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1242,D,D073,CARCINOMA IN SITU DE OTROS SITIOS DE ÓRGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS,NO,NO,MUJER,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1243,D,D074,CARCINOMA IN SITU DEL PENE,NO,NO,HOMBRE,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1244,D,D075,CARCINOMA IN SITU DE LA PRÓSTATA,NO,NO,HOMBRE,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1245,D,D076,CARCINOMA IN SITU DE OTROS ÓRGANOS GENITALES MASCULINOS Y DE LOS NO ESPECIFICADOS,NO,NO,HOMBRE,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1246,D,D090,CARCINOMA IN SITU DE LA VEJIGA,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1247,D,D091,CARCINOMA IN SITU DE OTROS ÓRGANOS URINARIOS Y DE LOS NO ESPECIFICADOS,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1248,D,D092,CARCINOMA IN SITU DEL OJO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1249,D,D093,CARCINOMA IN SITU DE LA GLÁNDULA TIROIDES Y DE OTRAS GLÁNDULAS ENDOCRINAS,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1250,D,D097,CARCINOMA IN SITU DE OTROS SITIOS ESPECIFICADOS,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1251,D,D099,"CARCINOMA IN SITU, SITIO NO ESPECIFICADO",NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1252,D,D100,TUMOR BENIGNO DEL LABIO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,"12,13,14,23",NO
1253,D,D101,TUMOR BENIGNO DE LA LENGUA,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,"12,13,14,23",NO
1254,D,D102,TUMOR BENIGNO DEL PISO DE LA BOCA,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,"12,13,14,23",NO
1255,D,D103,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,"12,13,14,23",NO
1256,D,D104,TUMOR BENIGNO DE LA AMÍGDALA,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1257,D,D105,TUMOR BENIGNO DE OTRAS PARTES DE LA OROFARINGE,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1258,D,D106,TUMOR BENIGNO DE LA NASOFARINGE,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,"12,13,14,23",NO
1259,D,D107,TUMOR BENIGNO DE LA HIPOFARINGE,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1260,D,D109,"TUMOR BENIGNO DE LA FARINGE, PARTE NO ESPECIFICADA",NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
1261,D,D110,TUMOR BENIGNO DE LA GLÁNDULA PARÓTIDA,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,"12,13,14,23",NO
1262,D,D117,TUMOR BENIGNO DE OTRAS GLÁNDULAS SALIVALES MAYORES ESPECIFICADAS,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,14,NO
1263,D,D119,"TUMOR BENIGNO DE LA GLÁNDULA SALIVAL MAYOR, SIN OTRA ESPECIFICACIÓN",NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,14,NO
1264,D,D120,TUMOR BENIGNO DEL CIEGO,NO,NO,NO,NO,NO,2,II,TUMORES (NEOPLASIAS),NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
